"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","la_name","old_la_code","new_la_code","breakdown","group_name","total_ects_count_provider_led","total_mentors_trained_count_provider_led","count_swfc_ects","count_swfc_ects_pending_confirmation_provider_led","count_swfc_ects_provider_led","count_swfc_ects_school_led","percent_swfc_ects_pending_confirmation_provider_led","percent_swfc_ects_provider_led","percent_swfc_ects_school_led"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","East Sussex","845","E10000011","Overall","Overall",210,208,195,0,187,8,"0","95.9","4.1"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","East Sussex","845","E10000011","Overall","Overall",215,172,183,0,176,7,"0","96.2","3.8"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Enfield","308","E09000010","Overall","Overall",214,192,197,0,190,7,"0","96.4","3.6"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Enfield","308","E09000010","Overall","Overall",211,163,174,0,171,3,"0","98.3","1.7"
"202122","Academic year","Local authority","E92000001","England","E12000006","East of England","Essex","881","E10000012","Overall","Overall",680,749,615,1,604,10,"0.2","98.2","1.6"
"202223","Academic year","Local authority","E92000001","England","E12000006","East of England","Essex","881","E10000012","Overall","Overall",672,541,573,0,569,4,"0","99.3","0.7"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","Gateshead","390","E08000037","Overall","Overall",77,80,65,1,63,1,"1.5","96.9","1.5"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","Gateshead","390","E08000037","Overall","Overall",70,45,41,0,40,1,"0","97.6","2.4"
"202122","Academic year","Local authority","E92000001","England","E12000009","South West","Gloucestershire","916","E10000013","Overall","Overall",282,279,253,0,241,12,"0","95.3","4.7"
"202223","Academic year","Local authority","E92000001","England","E12000009","South West","Gloucestershire","916","E10000013","Overall","Overall",244,160,213,0,197,16,"0","92.5","7.5"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Greenwich","203","E09000011","Overall","Overall",156,169,171,0,137,34,"0","80.1","19.9"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Greenwich","203","E09000011","Overall","Overall",166,114,156,0,122,34,"0","78.2","21.8"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Hackney","204","E09000012","Overall","Overall",160,150,166,1,147,18,"0.6","88.6","10.8"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Hackney","204","E09000012","Overall","Overall",115,90,103,0,90,13,"0","87.4","12.6"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Halton","876","E06000006","Overall","Overall",63,63,53,0,53,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Halton","876","E06000006","Overall","Overall",75,55,44,0,44,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Hammersmith and Fulham","205","E09000013","Overall","Overall",112,108,112,0,103,9,"0","92","8"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Hammersmith and Fulham","205","E09000013","Overall","Overall",96,66,85,0,79,6,"0","92.9","7.1"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Hampshire","850","E10000014","Overall","Overall",578,610,561,0,538,23,"0","95.9","4.1"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Hampshire","850","E10000014","Overall","Overall",546,428,501,0,474,27,"0","94.6","5.4"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Haringey","309","E09000014","Overall","Overall",157,179,134,0,133,1,"0","99.3","0.7"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Haringey","309","E09000014","Overall","Overall",144,106,108,0,108,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Harrow","310","E09000015","Overall","Overall",149,143,139,0,134,5,"0","96.4","3.6"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Harrow","310","E09000015","Overall","Overall",170,122,140,0,136,4,"0","97.1","2.9"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","Hartlepool","805","E06000001","Overall","Overall",37,44,33,0,33,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","Hartlepool","805","E06000001","Overall","Overall",46,29,35,0,35,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Havering","311","E09000016","Overall","Overall",142,152,136,0,135,1,"0","99.3","0.7"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Havering","311","E09000016","Overall","Overall",151,114,120,0,120,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Herefordshire, County of","884","E06000019","Overall","Overall",70,62,62,0,62,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Herefordshire, County of","884","E06000019","Overall","Overall",75,55,51,0,51,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000006","East of England","Hertfordshire","919","E10000015","Overall","Overall",569,573,563,0,518,45,"0","92","8"
"202223","Academic year","Local authority","E92000001","England","E12000006","East of England","Hertfordshire","919","E10000015","Overall","Overall",553,442,523,0,477,46,"0","91.2","8.8"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Hillingdon","312","E09000017","Overall","Overall",190,182,187,0,168,19,"0","89.8","10.2"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Hillingdon","312","E09000017","Overall","Overall",180,100,158,0,143,15,"0","90.5","9.5"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Hounslow","313","E09000018","Overall","Overall",191,193,171,0,171,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Hounslow","313","E09000018","Overall","Overall",205,136,172,0,172,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Isle of Wight","921","E06000046","Overall","Overall",46,37,37,0,37,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Isle of Wight","921","E06000046","Overall","Overall",45,29,35,0,35,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000009","South West","Isles of Scilly","420","E06000053","Overall","Overall",2,1,1,0,1,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Islington","206","E09000019","Overall","Overall",89,77,85,0,82,3,"0","96.5","3.5"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Islington","206","E09000019","Overall","Overall",103,88,85,0,82,3,"0","96.5","3.5"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Kensington and Chelsea","207","E09000020","Overall","Overall",81,68,80,0,72,8,"0","90","10"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Kensington and Chelsea","207","E09000020","Overall","Overall",74,46,64,0,59,5,"0","92.2","7.8"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Kent","886","E10000016","Overall","Overall",747,744,748,1,659,88,"0.1","88.1","11.8"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Kent","886","E10000016","Overall","Overall",704,554,647,0,556,91,"0","85.9","14.1"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Kingston upon Hull, City of","810","E06000010","Overall","Overall",168,176,147,0,145,2,"0","98.6","1.4"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Kingston upon Hull, City of","810","E06000010","Overall","Overall",143,108,111,0,111,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Kingston upon Thames","314","E09000021","Overall","Overall",80,81,78,0,74,4,"0","94.9","5.1"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Kingston upon Thames","314","E09000021","Overall","Overall",68,55,59,0,57,2,"0","96.6","3.4"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Kirklees","382","E08000034","Overall","Overall",206,200,183,0,181,2,"0","98.9","1.1"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Kirklees","382","E08000034","Overall","Overall",183,141,141,0,139,2,"0","98.6","1.4"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Knowsley","340","E08000011","Overall","Overall",49,51,36,0,34,2,"0","94.4","5.6"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Knowsley","340","E08000011","Overall","Overall",66,46,42,1,40,1,"2.4","95.2","2.4"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Lambeth","208","E09000022","Overall","Overall",141,149,121,0,118,3,"0","97.5","2.5"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Lambeth","208","E09000022","Overall","Overall",161,139,133,0,133,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Lancashire","888","E10000017","Overall","Overall",426,406,361,0,343,18,"0","95","5"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Lancashire","888","E10000017","Overall","Overall",448,281,347,0,331,16,"0","95.4","4.6"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Leeds","383","E08000035","Overall","Overall",473,534,395,0,391,4,"0","99","1"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Leeds","383","E08000035","Overall","Overall",514,364,394,0,387,7,"0","98.2","1.8"
"202122","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Leicester","856","E06000016","Overall","Overall",186,179,153,0,149,4,"0","97.4","2.6"
"202223","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Leicester","856","E06000016","Overall","Overall",195,139,147,0,146,1,"0","99.3","0.7"
"202122","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Leicestershire","855","E10000018","Overall","Overall",319,326,283,0,283,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Leicestershire","855","E10000018","Overall","Overall",272,240,225,0,225,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Lewisham","209","E09000023","Overall","Overall",118,142,101,0,101,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Lewisham","209","E09000023","Overall","Overall",137,123,106,0,106,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Lincolnshire","925","E10000019","Overall","Overall",316,374,279,1,276,2,"0.4","98.9","0.7"
"202223","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Lincolnshire","925","E10000019","Overall","Overall",324,264,248,0,245,3,"0","98.8","1.2"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Liverpool","341","E08000012","Overall","Overall",225,223,171,0,155,16,"0","90.6","9.4"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Liverpool","341","E08000012","Overall","Overall",251,142,184,0,172,12,"0","93.5","6.5"
"202122","Academic year","Local authority","E92000001","England","E12000006","East of England","Luton","821","E06000032","Overall","Overall",123,120,121,0,116,5,"0","95.9","4.1"
"202223","Academic year","Local authority","E92000001","England","E12000006","East of England","Luton","821","E06000032","Overall","Overall",134,101,108,0,106,2,"0","98.1","1.9"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Manchester","352","E08000003","Overall","Overall",354,339,293,0,290,3,"0","99","1"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Manchester","352","E08000003","Overall","Overall",366,240,246,0,246,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Medway","887","E06000035","Overall","Overall",196,201,175,0,172,3,"0","98.3","1.7"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Medway","887","E06000035","Overall","Overall",178,115,141,0,139,2,"0","98.6","1.4"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Merton","315","E09000024","Overall","Overall",119,143,116,0,114,2,"0","98.3","1.7"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Merton","315","E09000024","Overall","Overall",113,87,92,0,92,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","Middlesbrough","806","E06000002","Overall","Overall",86,71,73,0,73,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","Middlesbrough","806","E06000002","Overall","Overall",107,62,67,0,67,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Milton Keynes","826","E06000042","Overall","Overall",181,224,169,0,169,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Milton Keynes","826","E06000042","Overall","Overall",164,143,140,0,140,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","Newcastle upon Tyne","391","E08000021","Overall","Overall",108,102,83,0,81,2,"0","97.6","2.4"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","Newcastle upon Tyne","391","E08000021","Overall","Overall",132,92,96,0,90,6,"0","93.8","6.2"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Newham","316","E09000025","Overall","Overall",231,205,237,0,197,40,"0","83.1","16.9"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Newham","316","E09000025","Overall","Overall",237,153,214,0,186,28,"0","86.9","13.1"
"202122","Academic year","Local authority","E92000001","England","E12000006","East of England","Norfolk","926","E10000020","Overall","Overall",352,345,323,0,314,9,"0","97.2","2.8"
"202223","Academic year","Local authority","E92000001","England","E12000006","East of England","Norfolk","926","E10000020","Overall","Overall",330,277,272,0,267,5,"0","98.2","1.8"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","North East Lincolnshire","812","E06000012","Overall","Overall",72,76,57,0,57,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","North East Lincolnshire","812","E06000012","Overall","Overall",72,59,53,0,53,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","North Lincolnshire","813","E06000013","Overall","Overall",56,53,62,1,54,7,"1.6","87.1","11.3"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","North Lincolnshire","813","E06000013","Overall","Overall",87,74,68,0,67,1,"0","98.5","1.5"
"202122","Academic year","Local authority","E92000001","England","E12000004","East Midlands","North Northamptonshire","940","E06000061","Overall","Overall",182,198,173,0,164,9,"0","94.8","5.2"
"202223","Academic year","Local authority","E92000001","England","E12000004","East Midlands","North Northamptonshire","940","E06000061","Overall","Overall",167,135,145,0,140,5,"0","96.6","3.4"
"202122","Academic year","Local authority","E92000001","England","E12000009","South West","North Somerset","802","E06000024","Overall","Overall",108,110,100,0,100,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000009","South West","North Somerset","802","E06000024","Overall","Overall",104,64,79,0,79,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","North Tyneside","392","E08000022","Overall","Overall",87,74,68,0,67,1,"0","98.5","1.5"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","North Tyneside","392","E08000022","Overall","Overall",91,64,66,0,60,6,"0","90.9","9.1"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","North Yorkshire","815","E10000023","Overall","Overall",212,223,180,0,177,3,"0","98.3","1.7"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","North Yorkshire","815","E10000023","Overall","Overall",218,150,151,0,150,1,"0","99.3","0.7"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","Northumberland","929","E06000057","Overall","Overall",120,105,95,1,93,1,"1.1","97.9","1.1"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","Northumberland","929","E06000057","Overall","Overall",132,97,93,0,93,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Nottingham","892","E06000018","Overall","Overall",179,201,156,1,155,0,"0.6","99.4","0"
"202223","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Nottingham","892","E06000018","Overall","Overall",176,144,134,0,134,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Nottinghamshire","891","E10000024","Overall","Overall",391,382,366,0,343,23,"0","93.7","6.3"
"202223","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Nottinghamshire","891","E10000024","Overall","Overall",368,293,301,0,283,18,"0","94","6"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Oldham","353","E08000004","Overall","Overall",191,171,129,0,127,2,"0","98.4","1.6"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Oldham","353","E08000004","Overall","Overall",149,96,69,0,69,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Oxfordshire","931","E10000025","Overall","Overall",320,382,291,1,290,0,"0.3","99.7","0"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Oxfordshire","931","E10000025","Overall","Overall",322,245,243,0,243,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000006","East of England","Peterborough","874","E06000031","Overall","Overall",151,140,139,0,137,2,"0","98.6","1.4"
"202223","Academic year","Local authority","E92000001","England","E12000006","East of England","Peterborough","874","E06000031","Overall","Overall",111,82,91,0,87,4,"0","95.6","4.4"
"202122","Academic year","Local authority","E92000001","England","E12000009","South West","Plymouth","879","E06000026","Overall","Overall",146,136,119,2,117,0,"1.7","98.3","0"
"202223","Academic year","Local authority","E92000001","England","E12000009","South West","Plymouth","879","E06000026","Overall","Overall",147,88,113,0,113,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Portsmouth","851","E06000044","Overall","Overall",113,110,103,0,100,3,"0","97.1","2.9"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Portsmouth","851","E06000044","Overall","Overall",109,69,90,0,90,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Reading","870","E06000038","Overall","Overall",82,80,72,0,72,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Reading","870","E06000038","Overall","Overall",93,70,82,0,82,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Redbridge","317","E09000026","Overall","Overall",113,118,117,0,103,14,"0","88","12"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Redbridge","317","E09000026","Overall","Overall",95,65,85,0,76,9,"0","89.4","10.6"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","Redcar and Cleveland","807","E06000003","Overall","Overall",57,53,48,0,48,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","Redcar and Cleveland","807","E06000003","Overall","Overall",47,38,35,0,35,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Richmond upon Thames","318","E09000027","Overall","Overall",86,95,83,0,83,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Richmond upon Thames","318","E09000027","Overall","Overall",106,112,97,0,97,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Rochdale","354","E08000005","Overall","Overall",116,111,105,0,98,7,"0","93.3","6.7"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Rochdale","354","E08000005","Overall","Overall",116,82,98,0,88,10,"0","89.8","10.2"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Rotherham","372","E08000018","Overall","Overall",150,163,115,0,115,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Rotherham","372","E08000018","Overall","Overall",135,91,99,0,99,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Rutland","857","E06000017","Overall","Overall",19,17,19,0,19,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000004","East Midlands","Rutland","857","E06000017","Overall","Overall",12,18,6,0,6,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Salford","355","E08000006","Overall","Overall",139,125,105,0,105,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Salford","355","E08000006","Overall","Overall",154,107,94,0,94,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Sandwell","333","E08000028","Overall","Overall",176,169,168,1,154,13,"0.6","91.7","7.7"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Sandwell","333","E08000028","Overall","Overall",152,121,140,0,105,35,"0","75","25"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Sefton","343","E08000014","Overall","Overall",131,104,107,0,106,1,"0","99.1","0.9"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Sefton","343","E08000014","Overall","Overall",123,73,84,0,83,1,"0","98.8","1.2"
"202122","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Sheffield","373","E08000019","Overall","Overall",254,271,218,1,214,3,"0.5","98.2","1.4"
"202223","Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","Sheffield","373","E08000019","Overall","Overall",285,209,195,0,191,4,"0","97.9","2.1"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Shropshire","893","E06000051","Overall","Overall",87,86,70,0,70,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Shropshire","893","E06000051","Overall","Overall",96,62,52,0,52,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Slough","871","E06000039","Overall","Overall",132,133,118,0,118,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Slough","871","E06000039","Overall","Overall",105,82,86,0,86,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Solihull","334","E08000029","Overall","Overall",120,132,114,0,106,8,"0","93","7"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Solihull","334","E08000029","Overall","Overall",121,100,111,0,93,18,"0","83.8","16.2"
"202122","Academic year","Local authority","E92000001","England","E12000009","South West","Somerset","933","E10000027","Overall","Overall",198,193,181,0,176,5,"0","97.2","2.8"
"202223","Academic year","Local authority","E92000001","England","E12000009","South West","Somerset","933","E10000027","Overall","Overall",199,150,157,0,155,2,"0","98.7","1.3"
"202122","Academic year","Local authority","E92000001","England","E12000009","South West","South Gloucestershire","803","E06000025","Overall","Overall",123,110,107,0,104,3,"0","97.2","2.8"
"202223","Academic year","Local authority","E92000001","England","E12000009","South West","South Gloucestershire","803","E06000025","Overall","Overall",138,81,112,0,106,6,"0","94.6","5.4"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","South Tyneside","393","E08000023","Overall","Overall",50,52,52,1,40,11,"1.9","76.9","21.2"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","South Tyneside","393","E08000023","Overall","Overall",39,27,29,0,29,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Southampton","852","E06000045","Overall","Overall",120,124,136,0,113,23,"0","83.1","16.9"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Southampton","852","E06000045","Overall","Overall",135,92,127,0,121,6,"0","95.3","4.7"
"202122","Academic year","Local authority","E92000001","England","E12000006","East of England","Southend-on-Sea","882","E06000033","Overall","Overall",74,74,70,0,65,5,"0","92.9","7.1"
"202223","Academic year","Local authority","E92000001","England","E12000006","East of England","Southend-on-Sea","882","E06000033","Overall","Overall",66,46,51,0,51,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Southwark","210","E09000028","Overall","Overall",210,256,191,0,186,5,"0","97.4","2.6"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Southwark","210","E09000028","Overall","Overall",210,152,168,0,165,3,"0","98.2","1.8"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","St. Helens","342","E08000013","Overall","Overall",84,75,71,0,65,6,"0","91.5","8.5"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","St. Helens","342","E08000013","Overall","Overall",58,48,45,0,41,4,"0","91.1","8.9"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Staffordshire","860","E10000028","Overall","Overall",390,374,353,1,344,8,"0.3","97.5","2.3"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Staffordshire","860","E10000028","Overall","Overall",325,232,252,0,248,4,"0","98.4","1.6"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Stockport","356","E08000007","Overall","Overall",141,128,109,0,109,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Stockport","356","E08000007","Overall","Overall",152,107,118,0,110,8,"0","93.2","6.8"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","Stockton-on-Tees","808","E06000004","Overall","Overall",73,77,64,0,61,3,"0","95.3","4.7"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","Stockton-on-Tees","808","E06000004","Overall","Overall",90,54,59,0,57,2,"0","96.6","3.4"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Stoke-on-Trent","861","E06000021","Overall","Overall",134,109,108,0,108,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Stoke-on-Trent","861","E06000021","Overall","Overall",118,87,82,0,82,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000006","East of England","Suffolk","935","E10000029","Overall","Overall",289,255,263,0,263,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000006","East of England","Suffolk","935","E10000029","Overall","Overall",298,250,244,0,244,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000001","North East","Sunderland","394","E08000024","Overall","Overall",120,96,93,0,91,2,"0","97.8","2.2"
"202223","Academic year","Local authority","E92000001","England","E12000001","North East","Sunderland","394","E08000024","Overall","Overall",125,85,93,0,89,4,"0","95.7","4.3"
"202122","Academic year","Local authority","E92000001","England","E12000008","South East","Surrey","936","E10000030","Overall","Overall",606,705,553,0,549,4,"0","99.3","0.7"
"202223","Academic year","Local authority","E92000001","England","E12000008","South East","Surrey","936","E10000030","Overall","Overall",609,486,516,0,514,2,"0","99.6","0.4"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Sutton","319","E09000029","Overall","Overall",80,94,124,0,72,52,"0","58.1","41.9"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Sutton","319","E09000029","Overall","Overall",88,61,106,0,72,34,"0","67.9","32.1"
"202122","Academic year","Local authority","E92000001","England","E12000009","South West","Swindon","866","E06000030","Overall","Overall",113,96,120,0,98,22,"0","81.7","18.3"
"202223","Academic year","Local authority","E92000001","England","E12000009","South West","Swindon","866","E06000030","Overall","Overall",121,70,102,0,100,2,"0","98","2"
"202122","Academic year","Local authority","E92000001","England","E12000002","North West","Tameside","357","E08000008","Overall","Overall",133,105,113,0,113,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000002","North West","Tameside","357","E08000008","Overall","Overall",116,82,87,0,87,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Telford and Wrekin","894","E06000020","Overall","Overall",103,84,77,0,77,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000005","West Midlands","Telford and Wrekin","894","E06000020","Overall","Overall",98,64,61,0,61,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000006","East of England","Thurrock","883","E06000034","Overall","Overall",133,140,112,0,112,0,"0","100","0"
"202223","Academic year","Local authority","E92000001","England","E12000006","East of England","Thurrock","883","E06000034","Overall","Overall",95,80,81,0,81,0,"0","100","0"
"202122","Academic year","Local authority","E92000001","England","E12000009","South West","Torbay","880","E06000027","Overall","Overall",50,44,45,0,41,4,"0","91.1","8.9"
"202223","Academic year","Local authority","E92000001","England","E12000009","South West","Torbay","880","E06000027","Overall","Overall",45,43,35,0,34,1,"0","97.1","2.9"
"202122","Academic year","Local authority","E92000001","England","E12000007","London","Tower Hamlets","211","E09000030","Overall","Overall",191,188,161,0,158,3,"0","98.1","1.9"
"202223","Academic year","Local authority","E92000001","England","E12000007","London","Tower Hamlets","211","E09000030","Overall","Overall",194,128,162,0,158,4,"0","97.5","2.5"
