time_period,time_identifier,quarter,geographic_level,country_code,country_name,region_code,region_name,gender,age,population,number_NEET,conf_interval_plus_minus_NEET,lower_bound_number_NEET,upper_bound_number_NEET,percent_NEET,percent_conf_interval_plus_minus_NEET,lower_bound_percent_NEET,upper_bound_percent_NEET,percent_annual_change_NEET,percent_annual_change_conf_interval_plus_minus_NEET,lower_bound_percent_annual_change_NEET,upper_bound_percent_annual_change_NEET,number_NET,conf_interval_plus_minus_NET,lower_bound_number_NET,upper_bound_number_NET,percent_NET,percent_conf_interval_plus_minus_NET,lower_bound_percent_NET,upper_bound_percent_NET,percent_annual_change_NET,percent_annual_change_conf_interval_plus_minus_NET,lower_bound_percent_annual_change_NET,upper_bound_percent_annual_change_NET,employment_rate_NET,number_ILO_unemployed_less_6months,conf_interval_plus_minus_ILO_unemployed_less_6months,lower_bound_number_ILO_unemployed_less_6months,upper_bound_number_ILO_unemployed_less_6months,number_ILO_unemployed_more_6months,conf_interval_plus_minus_ILO_unemployed_more_6months,lower_bound_number_ILO_unemployed_more_6months,upper_bound_number_ILO_unemployed_more_6months,number_inactive_wants_a_job,conf_interval_plus_minus_inactive_wants_a_job,lower_bound_number_inactive_wants_a_job,upper_bound_number_inactive_wants_a_job,number_inactive_does_not_want_a_job,conf_interval_plus_minus_inactive_does_not_want_a_job,lower_bound_number_inactive_does_not_want_a_job,upper_bound_number_inactive_does_not_want_a_job,number_reason_inactive_looking_after_family_or_home,conf_interval_plus_minus_reason_inactive_looking_after_family_or_home,lower_bound_number_reason_inactive_looking_after_family_or_home,upper_bound_number_reason_inactive_looking_after_family_or_home,number_reason_inactive_long-term_or_temporary_sick,conf_interval_plus_minus_reason_inactive_long-term_or_temporary_sick,lower_bound_number_reason_inactive_long-term_or_temporary_sick,upper_bound_number_reason_inactive_long-term_or_temporary_sick,number_reason_inactive_other,conf_interval_plus_minus_reason_inactive_other,lower_bound_number_reason_inactive_other,upper_bound_number_reason_inactive_other,percent_ILO_unemployed_less_6months,percent_conf_interval_plus_minus_ILO_unemployed_less_6months,lower_bound_percent_ILO_unemployed_less_6months,upper_bound_percent_ILO_unemployed_less_6months,percent_ILO_unemployed_more_6months,percent_conf_interval_plus_minus_ILO_unemployed_more_6months,lower_bound_percent_ILO_unemployed_more_6months,upper_bound_percent_ILO_unemployed_more_6months,percent_inactive_wants_a_job,percent_conf_interval_plus_minus_inactive_wants_a_job,lower_bound_percent_inactive_wants_a_job,upper_bound_percent_inactive_wants_a_job,percent_inactive_does_not_want_a_job,percent_conf_interval_plus_minus_inactive_does_not_want_a_job,lower_bound_percent_inactive_does_not_want_a_job,upper_bound_percent_inactive_does_not_want_a_job,percent_reason_inactive_looking_after_family_or_home,percent_conf_interval_plus_minus_reason_inactive_looking_after_family_or_home,lower_bound_percent_reason_inactive_looking_after_family_or_home,upper_bound_percent_reason_inactive_looking_after_family_or_home,percent_reason_inactive_long-term_or_temporary_sick,percent_conf_interval_plus_minus_reason_inactive_long-term_or_temporary_sick,lower_bound_percent_reason_inactive_long-term_or_temporary_sick,upper_bound_percent_reason_inactive_long-term_or_temporary_sick,percent_reason_inactive_other,percent_conf_interval_plus_minus_reason_inactive_other,lower_bound_percent_reason_inactive_other,upper_bound_percent_reason_inactive_other
2016,Calendar year,Q3,National,E92000001,England,,,Total,16,627419,29717.60955,8712.149008,21005.46054,38429.75856,4.736485435,1.388569522,3.347915913,6.125054956,0.0814961749999998,1.96168037160941,-1.88018419660941,2.04317654660941,33981.60955,9282.942308,24698.66724,43264.55186,5.416095074,1.479544341,3.936550733,6.895639414,-0.658160385,2.15806202991428,-2.81622241491428,1.49990164491428,12.54796361,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,17,641390,63804.24964,12676.55237,51127.69727,76480.80202,9.94780861,1.976418774,7.971389836,11.92422738,-2.45794165,2.88347466514933,-5.34141631514933,0.425533015149326,133308.2496,17185.5497,116122.6999,150493.7993,20.78427316,2.67942277,18.10485039,23.46369593,-1.55083453,3.77042469066921,-5.32125922066921,2.21959016066921,52.13780856,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,18,624269,71644,14128.10007,57515.89993,85772.10007,11.47646287,2.263142983,9.213319888,13.73960585,-1.92213652,3.28527053202183,-5.20740705202183,1.36313401202183,205288,20823.68243,184464.3176,226111.6824,32.88454176,3.335690613,29.54885115,36.22023237,-1.7027818,4.71005576303757,-6.41283756303757,3.00727396303756,65.10073653,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,19,671359,104923,18487.51816,86435.48184,123410.5182,15.62844916,2.753745486,12.87470367,18.38219465,0.27240615,3.80150937862253,-3.52910322862253,4.07391552862253,271896.8062,24992.38685,246904.4193,296889.193,40.49946544,3.722656113,36.77680932,44.22212155,-1.29694101,5.16846230532991,-6.46540331532991,3.87152129532991,61.4107273,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,20,664691,118892,19361.45241,99530.54759,138253.4524,17.88680755,2.912850092,14.97395746,20.79965765,2.46629646,3.91410558055233,-1.44780912055233,6.38040204055233,337294.5911,25257.29826,312037.2928,362551.8893,50.74457019,3.799855612,46.94471458,54.5444258,-1.72265255,5.24493273492003,-6.96758528492003,3.52228018492003,64.7512877,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,21,658551,115077,18894.36023,96182.63977,133971.3602,17.47427306,2.869080789,14.60519227,20.34335385,-0.261239789999998,4.01156353498255,-4.27280332498255,3.75032374498256,398251,24325.62799,373925.372,422576.628,60.47382815,3.693810804,56.78001734,64.16763895,0.457827280000004,5.15495533766254,-4.69712805766254,5.61278261766254,71.10440401,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,22,697670,119030,19130.19362,99899.80638,138160.1936,17.06107472,2.742011785,14.31906294,19.8030865,1.54331293,3.74169469940307,-2.19838176940307,5.28500762940307,497155.8355,23014.7214,474141.1141,520170.5569,71.2594544,3.298797626,67.96065678,74.55825203,1.31402704999999,4.61254228807057,-3.29851523807058,5.92656933807056,76.05780894,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,23,723652,112369,18608.99858,93760.00142,130977.9986,15.52804387,2.571539715,12.95650415,18.09958358,0.61875996,3.54965589509043,-2.93089593509043,4.16841585509043,538980.0624,22400.89595,516579.1665,561380.9584,74.48056005,3.09553431,71.38502574,77.57609437,4.46587249999999,4.41478432669776,0.0510881733022295,8.88065682669775,79.15154793,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,24,720680,101934,17557.41336,84376.58664,119491.4134,14.14414164,2.43622875,11.70791289,16.58037039,0.320486710000001,3.4387543224787,-3.11826761247869,3.7592410324787,551090,21372.54222,529717.4578,572462.5422,76.46805795,2.96560779,73.50245016,79.43366573,3.52688512,4.30733092087801,-0.780445800878008,7.83421604087801,81.50320274,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,16-17,1268809,93521.85919,15401.91167,78119.94752,108923.7709,7.370838258,1.213887328,6.15695093,8.584725586,-1.32320564,1.77070390112495,-3.09390954112495,0.447498261124953,167289.8592,19942.37608,147347.4831,187232.2353,13.1847945,1.571739803,11.61305469,14.7565343,-1.36327026,2.25231896046709,-3.61558922046709,0.88904870046709,44.09591852,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Male,16-17,656686,55796.16018,11832.09762,43964.06256,67628.25781,8.496627031,1.80178923,6.6948378,10.29841626,-1.216521216,2.61424329153835,-3.83076450753835,1.39772207553835,87044.16018,14389.07637,72655.08381,101433.2366,13.25506561,2.191165393,11.06390022,15.44623101,-1.82208279,3.16851784225235,-4.99060063225235,1.34643505225235,35.89901946,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Female,16-17,612123,37725.69901,9838.563404,27887.13561,47564.26242,6.163091243,1.607285367,4.555805877,7.77037661,-1.469018647,2.36767614833078,-3.83669479533078,0.89865750133078,80245.69901,13807.7672,66437.93181,94053.46621,13.10940759,2.255717756,10.85368983,15.36512534,-0.88733785,3.2014696422146,-4.0888074922146,2.3141317922146,52.98726352,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,16-18,1893078,165165.8592,20767.74137,144398.1178,185933.6006,8.72472551,1.097035694,7.627689816,9.821761204,-1.50670579,1.59677037280872,-3.10347616280872,0.0900645828087183,372577.8592,29259.71233,343318.1469,401837.5715,19.68106223,1.545615782,18.13544645,21.22667801,-1.41557107,2.19743618891915,-3.61300725891915,0.781865118919148,55.66943791,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Male,16-18,959250,95956.16018,15676.06077,80280.09941,111632.221,10.00324839,1.634199716,8.369048674,11.63744811,-1.18392175,2.3483566356513,-3.5322783856513,1.16443488565131,189925.1602,20819.35715,169105.803,210744.5173,19.79933909,2.170378644,17.62896044,21.96971773,-2.29564598,3.1045054472092,-5.4001514272092,0.808859467209204,49.47685705,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Female,16-18,933828,69209.69901,13577.46015,55632.23886,82787.15916,7.411396854,1.453957276,5.957439578,8.86535413,-1.827323311,2.15233866713058,-3.97966197813058,0.325015356130578,182652.699,20559.21563,162093.4834,203211.9146,19.55956547,2.201606252,17.35795922,21.76117172,-0.50009528,3.10862762380812,-3.60872290380812,2.60853234380812,62.10858127,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Total,16-24,6029681,837390.8592,49492.49072,787898.3685,886883.3499,13.88781362,0.820814413,13.06699921,14.70862803,0.0644636699999985,1.14573412963831,-1.08127045963831,1.2101977996383,2967246.154,71549.39121,2895696.763,3038795.546,49.21066561,1.186619843,48.02404577,50.39728545,0.22352935,1.65785481482566,-1.43432546482566,1.88138416482566,71.77885434,243637,28181.11769,215455.8823,271818.1177,118809,19890.52168,98918.47832,138699.5217,171088.4209,23763.07746,147325.3434,194851.4983,303856.4383,31307.54159,272548.8967,335163.9799,155678.9272,22697.48245,132981.4448,178376.4096,145609.4203,21969.9686,123639.4517,167579.3889,173656.5117,23935.51105,149721.0006,197592.0227,29.09477663,2.931779637,26.16299699,32.02655627,14.1879982,2.252263893,11.9357343,16.44026209,20.43113069,2.602570423,17.82856027,23.03370112,36.28609448,3.103644161,33.18245032,39.38973864,18.59095134,2.5111453,16.07980605,21.10209664,17.38846546,2.446446195,14.94201926,19.83491165,20.73780837,2.616972521,18.12083585,23.35478089
2016,Calendar year,Q3,Regional,E92000001,England,E12000001,North East,Total,16-24,300541.5683,55928.17264,12219.12683,43709.04581,68147.29947,18.6091305,4.065702758,14.54342774,22.67483326,-4.37660033,6.02963569754241,-10.4062360275424,1.6530353675424,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000002,North West,Total,16-24,808921.7502,113368.0853,18438.60016,94929.48512,131806.6854,14.01471592,2.279404672,11.73531125,16.29412059,-1.01214379,3.14765803428665,-4.15980182428665,2.13551424428665,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,16-24,645667.5606,113114.2021,17415.41927,95698.78279,130529.6213,17.51895387,2.697273386,14.82168048,20.21622725,2.57160262,3.6424942075516,-1.0708915875516,6.2140968275516,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000004,East Midlands,Total,16-24,542298.4746,75613.37115,14067.66622,61545.70493,89681.03737,13.94312813,2.594081835,11.34904629,16.53720996,1.15298174,3.64160798227591,-2.48862624227591,4.79458972227591,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000005,West Midlands,Total,16-24,656930.3744,98251.00447,16690.06194,81560.94253,114941.0664,14.95607576,2.540613525,12.41546223,17.49668928,0.29278871,3.63664979539562,-3.34386108539562,3.92943850539562,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000006,East of England,Total,16-24,615981.198,79995.03448,14466.95096,65528.08352,94461.98545,12.98660328,2.348602686,10.6380006,15.33520597,1.36235042,3.26311242475466,-1.90076200475466,4.62546284475466,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000007,London,Total,16-24,954931.2933,127923.8719,21098.48075,106825.3911,149022.3526,13.3961336,2.209423955,11.18670965,15.60555756,2.75590974,2.91946111695485,-0.163551376954853,5.67537085695485,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000008,South East,Total,16-24,925512.9942,99159.90683,17913.17009,81246.73674,117073.0769,10.71404804,1.935485531,8.77856251,12.64953357,-3.21879562,2.80605883855347,-6.02485445855347,-0.412736781446531,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000009,South West,Total,16-24,578895.7865,74037.21042,14425.85021,59611.36021,88463.06063,12.78938492,2.491959788,10.29742513,15.28134471,-0.625704710000001,3.53602894404899,-4.161733654049,2.91032423404899,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Male,16-24,3078082,414716.1602,35368.69546,379347.4647,450084.8556,13.47320052,1.149049813,12.32415071,14.62225034,1.16552323,1.57972816147906,-0.414204931479062,2.74525139147906,1535024.284,51793.69083,1483230.593,1586817.975,49.86950587,1.682661178,48.1868447,51.55216705,0.70620014,2.35643980954321,-1.65023966954321,3.06263994954321,72.98308798,139344,21535.38898,117808.611,160879.389,75521,16025.36519,59495.63481,91546.36519,71010.99265,15551.15976,55459.83288,86562.15241,128840.1675,20744.78713,108095.3804,149584.9547,12899,6691.667835,6207.332165,19590.66783,87503.24858,17215.42939,70287.81919,104718.678,99448.9116,18316.2546,81132.65701,117765.1662,33.59984813,4.400337536,29.1995106,38.00018567,18.21028628,3.59534465,14.61494163,21.80563093,17.12279372,3.509438704,13.61335502,20.63223243,31.06707187,4.31118165,26.75589022,35.37825352,3.110320079,1.617238606,1.493081472,4.727558685,21.09955121,3.80109867,17.29845254,24.90064988,23.97999431,3.977601624,20.00239268,27.95759593
2016,Calendar year,Q3,National,E92000001,England,,,Female,16-24,2951599,422674.699,34615.45623,388059.2428,457290.1552,14.32019387,1.172769615,13.14742425,15.49296348,-1.07209682,1.65894305525537,-2.73103987525537,0.586846235255369,1432221.871,49389.76528,1382832.105,1481611.636,48.52359249,1.673322334,46.85027015,50.19691482,-0.28118285,2.33266270484576,-2.61384555484576,2.05147985484576,70.48818289,104293,18244.99173,86048.00827,122537.9917,43288,11879.63788,31408.36212,55167.63788,100077.4282,17885.67842,82191.74979,117963.1066,175016.2708,23339.60711,151676.6637,198355.8779,142779.9272,21202.86167,121577.0655,163982.7889,58106.17172,13728.44524,44377.72648,71834.61697,74207.60009,15471.15307,58736.44702,89678.75316,24.67453109,3.859288781,20.8152423,28.53381987,10.24144575,2.71412884,7.52731691,12.95557459,23.67717501,3.805432839,19.87174217,27.48260785,41.40684815,4.409317967,36.99753019,45.81616612,33.78009792,4.233861238,29.54623668,38.01395916,13.74725572,3.082523296,10.66473242,16.82977901,17.55666953,3.405734056,14.15093547,20.96240359
2016,Calendar year,Q3,National,E92000001,England,,,Total,18-24,4760872,743869,47729.09507,696139.9049,791598.0951,15.62463767,1.002528425,14.62210925,16.6271661,0.44332146,1.39056352783318,-0.947242067833179,1.83388498783318,2799956.295,64697.72071,2735258.574,2864654.016,58.81183731,1.358946863,57.45289045,60.17078417,0.707074519999999,1.89796121696978,-1.19088669696979,2.60503573696978,73.43283532,208949,26927.83851,182021.1615,235876.8385,106258,19418.09165,86839.90835,125676.0917,159148,23628.96878,135519.0312,182776.9688,269514,30378.2949,239135.7051,299892.2949,152020,23111.63326,128908.3667,175131.6333,138007,22054.13635,115952.8636,160061.1364,138635,22102.75656,116532.2434,160737.7566,28.08948888,3.132102281,24.95738659,31.22159116,14.2845044,2.438541149,11.84596325,16.72304554,21.39462728,2.857895257,18.53673202,24.25252254,36.23137945,3.349760642,32.88161881,39.58114009,20.43639404,2.810135054,17.62625899,23.2465291,18.55259461,2.708998621,15.84359599,21.26159323,18.63701808,2.713747718,15.92327036,21.3507658
2016,Calendar year,Q3,Regional,E92000001,England,E12000001,North East,Total,18-24,238894.4063,51424,11711.79541,39712.20459,63135.79541,21.52582842,4.902498803,16.62332962,26.42832722,-4.72844669,7.26306879975092,-11.9915154897509,2.53462210975092,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000002,North West,Total,18-24,635733.3328,100293,17733.52223,82559.47777,118026.5222,15.77595429,2.789459246,12.98649504,18.56541354,-0.19460207,3.78794023427619,-3.98254230427619,3.59333816427619,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,18-24,517923.0628,101575,16736.46618,84838.53382,118311.4662,19.61198628,3.231457987,16.38052829,22.84344426,2.55217184,4.40423231806442,-1.85206047806442,6.95640415806442,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000004,East Midlands,Total,18-24,420905.3354,64266,13310.15561,50955.84439,77576.15561,15.26851636,3.162268208,12.10624815,18.43078457,1.39936292,4.41155934818369,-3.01219642818369,5.81092226818369,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000005,West Midlands,Total,18-24,522618.723,85770,15877.10283,69892.89717,101647.1028,16.41158195,3.037989672,13.37359228,19.44957162,-0.16706924,4.36463685775953,-4.53170609775953,4.19756761775953,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000006,East of England,Total,18-24,471877.849,72848,13960.15592,58887.84408,86808.15592,15.43789355,2.958425776,12.47946777,18.39631932,3.18796913,3.98397266651937,-0.796003536519368,7.17194179651937,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000007,London,Total,18-24,777557.7211,114857,20556.08856,94300.91144,135413.0886,14.77150787,2.643673646,12.12783423,17.41518152,3.73245284,3.4620604034532,0.270392436546802,7.1945132434532,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000008,South East,Total,18-24,720693.0035,85980,17147.41761,68832.58239,103127.4176,11.93018381,2.379295695,9.550888112,14.3094795,-3.75183913,3.47604156468322,-7.22788069468321,-0.275797565316782,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,Regional,E92000001,England,E12000009,South West,Total,18-24,454668.5661,66856,14301.20802,52554.79198,81157.20802,14.7043374,3.145413845,11.55892355,17.84975124,-0.255823830000001,4.38412777084898,-4.63995160084898,4.12830394084898,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Male,18-24,2421396,358920,33917.60042,325002.3996,392837.6004,14.82285425,1.400745703,13.42210855,16.22359996,1.82545342,1.90787818738846,-0.0824247673884597,3.73333160738846,1447980.124,46801.77786,1401178.346,1494781.901,59.79939356,1.932842784,57.86655077,61.73223634,1.57470346,2.71017491408552,-1.13547145408552,4.28487837408552,75.21236693,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2016,Calendar year,Q3,National,E92000001,England,,,Female,18-24,2339476,384949,33555.64352,351393.3565,418504.6435,16.45449665,1.43432305,15.0201736,17.8888197,-0.983526220000002,2.01923358503156,-3.00275980503156,1.03570736503156,1351976.172,44698.8315,1307277.34,1396675.003,57.78970041,1.910634326,55.87906609,59.70033474,-0.191137820000002,2.65872651129979,-2.84986433129979,2.46758869129978,71.526939,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
